filename,number of residues,rg_all,rg_hydrophobic,rg_ratio
/Users/Bian/Downloads/proteins/T0613-D1.pdb,275,344.125486957,211.602117175,0.614898126397
/Users/Bian/Downloads/proteins/T0614-D1.pdb,71,89.5156188712,51.470136367,0.574984980454
/Users/Bian/Downloads/proteins/T0615-D1.pdb,174,203.233408055,111.508641203,0.548672790909
/Users/Bian/Downloads/proteins/T0616-D1.pdb,97,165.684319853,83.7866317199,0.505700429552
/Users/Bian/Downloads/proteins/T0617-D1.pdb,136,191.481003958,108.621009018,0.567267806062
/Users/Bian/Downloads/proteins/T0618-D1.pdb,158,202.585390419,126.458200395,0.624221717733
/Users/Bian/Downloads/proteins/T0619-D1.pdb,101,126.32907656,68.2301623207,0.540098639038
/Users/Bian/Downloads/proteins/T0620-D1.pdb,281,296.457622878,157.260675461,0.530465953057
/Users/Bian/Downloads/proteins/T0621-D1.pdb,169,220.312728353,109.682757769,0.497850299387
/Users/Bian/Downloads/proteins/T0622-D1.pdb,122,146.702992996,81.4828500575,0.555427318786
/Users/Bian/Downloads/proteins/T0623-D1.pdb,187,219.913954332,111.670238265,0.507790597482
/Users/Bian/Downloads/proteins/T0624-D1.pdb,69,92.8492556358,48.9214713614,0.526891368449
/Users/Bian/Downloads/proteins/T0625-D1.pdb,221,239.082353619,131.702133692,0.550865137883
/Users/Bian/Downloads/proteins/T0626-D1.pdb,282,345.770664549,207.86772473,0.601172239412
/Users/Bian/Downloads/proteins/T0627-D1.pdb,244,281.876425298,165.222340015,0.586151679199
/Users/Bian/Downloads/proteins/T0628-D1.pdb,144,174.773287587,100.414573546,0.574541881841
/Users/Bian/Downloads/proteins/T0628-D2.pdb,146,187.345991673,121.339659015,0.647676835418
/Users/Bian/Downloads/proteins/T0629-D1.pdb,57,80.4819441189,42.7577272284,0.531271053359
/Users/Bian/Downloads/proteins/T0630-D1.pdb,99,121.485383834,60.3432301435,0.49671185322
/Users/Bian/Downloads/proteins/T0632-D1.pdb,114,148.934011558,85.5250802074,0.5742481473
/Users/Bian/Downloads/proteins/T0634-D1.pdb,107,128.167283634,68.6659853932,0.535752833688
/Users/Bian/Downloads/proteins/T0635-D1.pdb,161,183.293104958,105.823312781,0.577344755031
/Users/Bian/Downloads/proteins/T0636-D1.pdb,318,359.615875932,231.109706426,0.642657129158
/Users/Bian/Downloads/proteins/T0638-D1.pdb,212,245.601004855,127.562538702,0.519389319181
/Users/Bian/Downloads/proteins/T0639-D1.pdb,124,212.680484473,129.546839412,0.609114840662
/Users/Bian/Downloads/proteins/T0640-D1.pdb,207,233.87438967,143.21152514,0.612343768558
/Users/Bian/Downloads/proteins/T0641-D1.pdb,295,320.197958167,188.997238405,0.59025122923
/Users/Bian/Downloads/proteins/T0643-D1.pdb,73,97.3475411684,45.5362394229,0.467769795481
